source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,0,0,3.0,9.1,,,876.0,840.0,1150.8980712890625,909.5273895263672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,0,1,3.0,14.4,,,1150.8980712890625,840.0,1262.4924774169922,909.5273895263672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,0,2,3.0,19.6,,,1262.4924774169922,840.0,1377.8035125732422,909.5273895263672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,0,3,3.0,24.9,,,1377.8035125732422,840.0,1493.1145248413086,909.5273895263672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,0,4,3.0,30.1,,,1493.1145248413086,840.0,1623.0,909.5273895263672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,1,0,3.5,9.1,,,876.0,909.5273895263672,1150.8980712890625,937.1948089599609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,1,1,3.5,14.4,,,1150.8980712890625,909.5273895263672,1262.4924774169922,937.1948089599609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,1,2,3.5,19.6,,,1262.4924774169922,909.5273895263672,1377.8035125732422,937.1948089599609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,1,3,3.5,24.9,,,1377.8035125732422,909.5273895263672,1493.1145248413086,937.1948089599609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,1,4,3.5,30.1,,,1493.1145248413086,909.5273895263672,1623.0,937.1948089599609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,2,0,4.0,9.1,,,876.0,937.1948089599609,1150.8980712890625,964.8622283935547,false,,Direct independent PDF review required; no parser value supplied.
